EmployeeID,Name,Department,Salary,JoiningDate,Status
1645,Steven Bush,Sales,74092.0,2022-11-20,On Leave
4540,Charlotte Parker,Sales,,2023-08-11,Terminated
1069,Jessica Shea,,,2017-06-10,Terminated
2354,David Pierce,Sales,141536.0,2019-06-04,On Leave
5534,Mary Hernandez,Engineering,72600.0,2018-04-03,Terminated
2110,,Operations,53834.0,2022-06-26,Resigned
2748,Thomas Ellis,Engineering,93904.0,,Terminated
8397,Erica Reed,Operations,57802.0,2018-07-22,Terminated
5560,Dr. Sarah Harvey,HR,76507.0,2019-03-15,Terminated
5345,Adam Dixon,Sales,134573.0,2019-04-03,Active
3147,Susan Burke,Finance,63862.0,2015-01-09,Resigned
9281,Edward Harvey,Marketing,74608.0,2021-11-13,Terminated
4816,Bryan Cox,Finance,66655.0,2020-08-30,Resigned
6198,Thomas Nunez,Operations,145385.0,2017-09-20,Resigned
2774,Joseph Anderson,,108139.0,,Resigned
2864,,Engineering,121905.0,2017-03-13,On Leave
5255,Margaret Valencia,Engineering,145357.0,2016-09-03,Terminated
1586,Brian Kim,Engineering,66211.0,2023-06-13,Active
3772,Jonathan Haley,Marketing,102848.0,2024-01-11,Active
9544,Sonya Watts,HR,31330.0,2016-04-01,Active
4239,,Engineering,97715.0,2019-06-09,Active
6501,,Operations,55042.0,2015-05-30,Terminated
7210,Phillip Riley,Sales,41221.0,2023-01-04,Active
5683,Carolyn Jordan,Marketing,61635.0,2019-02-19,
4951,Terry Harrison,,124381.0,2022-10-10,On Leave
2862,,Operations,83271.0,2019-03-19,Active
3910,Douglas English,Engineering,94038.0,2022-09-23,Resigned
1009,,Sales,102768.0,2023-03-24,Active
3062,Christopher Perry,,129374.0,2023-12-01,Terminated
3252,Amanda Goodwin,Operations,61499.0,2020-07-18,
